0.000000000000000000e+00 3.930712375234682070e-15 3.996802888650556446e-15 4.094371638214092283e-15 4.218690563835825722e-15 4.259889058884598855e-15 4.329869796038110508e-15 9.999999999999984457e-01 9.999999999999996669e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000444e+00 3.877177667280718479e-31 2.313777998548024852e-17 4.456637269880647789e-01 6.006122284425809589e-17 3.172786110409794077e-03 1.659703636165571734e-16 3.752996908091164041e-01 1.387444198058388539e-16 6.533082231671484275e-01 2.363329420717925934e-16 4.834379830921131105e-01 4.132215175529321825e-16
2.000000000000000042e-03 4.176565794240168299e-15 1.023910474035951788e-09 1.023923249524709173e-09 1.023940235820204579e-09 1.023956338372546422e-09 1.023967385232765486e-09 9.999423396653036589e-01 9.999600973822184713e-01 9.999857582452644778e-01 1.000014239833345142e+00 1.000039900894883260e+00 1.000057658859309084e+00 2.319209407845074511e-01 2.599211525693622456e-03 4.178963529396713672e-01 3.755924754431057885e-03 5.211038743635209025e-01 4.168740518427621784e-03 5.211023865011168432e-01 3.755902127892242134e-03 4.178921840605944182e-01 2.599175701673493624e-03 2.319149164981918754e-01 9.276606462824650090e-04
4.000000000000000083e-03 4.408855107658783609e-15 1.637802018176111017e-08 1.637884010775418059e-08 1.637992533903236953e-08 1.638095732374273803e-08 1.638166352724617230e-08 9.997693787340433680e-01 9.998403982833954373e-01 9.999430280033158036e-01 1.000056941259789944e+00 1.000159574155462971e+00 1.000230597664607757e+00 2.319219262111193447e-01 5.197841574089560532e-03 4.178659059052952651e-01 7.510740971049947173e-03 5.210528466969434058e-01 8.336121957689924047e-03 5.210468956958089759e-01 7.510559982151924011e-03 4.178492315862509798e-01 5.197555020008291435e-03 2.318978296245741699e-01 1.855190487687701905e-03
6.000000000000000125e-03 4.213234206010345500e-15 8.287587311276522791e-08 8.288520152270959563e-08 8.289755374367656959e-08 8.290929942088380670e-08 8.291734082498597976e-08 9.994811774145316852e-01 9.996409289676777554e-01 9.998717943545105680e-01 1.000128050085161702e+00 1.000358931548235297e+00 1.000518703144632982e+00 2.319235847221539915e-01 7.795309893596313530e-03 4.178152007427686776e-01 1.126334220285865086e-02 5.209678564664494971e-01 1.250078768894350052e-02 5.209544682573256091e-01 1.126273149375624748e-02 4.177776878846145014e-01 7.794342986012615417e-03 2.318693694888759316e-01 2.782458977032131655e-03
8.000000000000000167e-03 6.126788091610543016e-15 2.617614641099737281e-07 2.618138018258023945e-07 2.618831227289958975e-07 2.619490612801867148e-07 2.619942157310336073e-07 9.990778360200224251e-01 9.993617332105562134e-01 9.997720324780029477e-01 1.000227476074417865e+00 1.000637826146217879e+00 1.000921786669135116e+00 2.319259404778552802e-01 1.039103867865969963e-02 4.177442971569918506e-01 1.501262617468243632e-02 5.208489872842418933e-01 1.666138597261404911e-02 5.208251898487724629e-01 1.501117899309449902e-02 4.176776184489532917e-01 1.038874745308434461e-02 2.318295630036666388e-01 3.709336081348876563e-03
1.000000000000000021e-02 1.558783207940417842e-14 6.385420256235638307e-07 6.387413084970723325e-07 6.390053496658979878e-07 6.392566042948360596e-07 6.394287198549913124e-07 9.985594949178412394e-01 9.990028723017120305e-01 9.996437077194614274e-01 1.000355093084233760e+00 1.000996052521760937e+00 1.001439584480992462e+00 2.319290271932845926e-01 1.298445377870360504e-02 4.176532784569935708e-01 1.875749684527135835e-02 5.206963558270178982e-01 2.081657237523981685e-02 5.206591800074943377e-01 1.875467138472152948e-02 4.175491146720984870e-01 1.297998049230003788e-02 2.317784477196508375e-01 4.635692536249385459e-03
1.200000000000000025e-02 5.282772387056066096e-14 1.322755220115664724e-06 1.323348931673692354e-06 1.324135907010650883e-06 1.324885128572821975e-06 1.325398570487620083e-06 9.979263344582126605e-01 9.985644250489417173e-01 9.994867756856395946e-01 1.000510739248079650e+00 1.001433347015494579e+00 1.002071758019843717e+00 2.319328880585534158e-01 1.557498589151733864e-02 4.175422513019048099e-01 2.249686644162787741e-02 5.205101114608138291e-01 2.496501215306322352e-02 5.204565917476891013e-01 2.249198629167725033e-02 4.173922935301678239e-01 1.556725976793325167e-02 2.317160716858723546e-01 5.561400096680986331e-03
1.400000000000000029e-02 1.718470764829247591e-13 2.447672019068174841e-06 2.449165146756030455e-06 2.451145303345561315e-06 2.453031524862403272e-06 2.454324767981491067e-06 9.971785748828333462e-01 9.980464877831133341e-01 9.993011823655464365e-01 1.000694217213218051e+00 1.001949388080473513e+00 1.002817894335907400e+00 2.319375756046604120e-01 1.816207173440030978e-02 4.174113453486834047e-01 2.622965745556550890e-02 5.202904357520250489e-01 2.910538259178743412e-02 5.202176110674378018e-01 2.622191216095048211e-02 4.172072972132426227e-01 1.814980988829704642e-02 2.316424932887148347e-01 6.486331783406024641e-03
1.600000000000000033e-02 4.924601092256469125e-13 4.169936877029558409e-06 4.173253625395844057e-06 4.177654763817612267e-06 4.181849833175497773e-06 4.184727659623226934e-06 9.963164762132480368e-01 9.974491743640664376e-01 9.990868642779257014e-01 1.000905294428945380e+00 1.002543796700268830e+00 1.003677506592319579e+00 2.319431515591094117e-01 2.074515518916528189e-02 4.172607128420074973e-01 2.995480459461087250e-02 5.200375418855730514e-01 3.323637529232556509e-02 5.199424563462506921e-01 2.994325031983829585e-02 4.169942926551320483e-01 2.072686372485939635e-02 2.315577810474197251e-01 7.410362123817840728e-03
1.800000000000000211e-02 1.256222012259806242e-12 6.669147168658822461e-06 6.675847795405984952e-06 6.684744935992983266e-06 6.693231706212690140e-06 6.699057259577723074e-06 9.953403381191148203e-01 9.967726161873950996e-01 9.988437486446617442e-01 1.001143703485207537e+00 1.003216136879548692e+00 1.004650034653978397e+00 2.319496866702681626e-01 2.332368841557391423e-02 4.170905281315135382e-01 3.367125667848048370e-02 5.197516739827159338e-01 3.735669839257498015e-02 5.196313776421510600e-01 3.365481697490399493e-02 4.167534709955657002e-01 2.329766369467927908e-02 2.314620133800015522e-01 8.333367386300022731e-03
