0.000000000000000000e+00 9.999999999999977796e-01 -8.429006134566034028e-14 0.000000000000000000e+00 1.199999999999993072e+01 5.000000000000016653e-01
3.000000000000000062e-03 9.991543427573216229e-01 -1.084098887799390620e-13 3.149864718453307399e-02 1.199996400043185929e+01 5.000689942762063245e-01
6.000000000000000125e-03 9.966214798640088413e-01 -1.161425151782522276e-13 6.299553349504224964e-02 1.199985600691165288e+01 5.002759084290274716e-01
9.000000000000001055e-03 9.924137059784156056e-01 -1.028755945949634865e-13 9.448889844625953105e-02 1.199967603498889446e+01 5.006205365043771005e-01
1.200000000000000025e-02 9.865514063758582530e-01 -1.143227800630066268e-13 1.259769823303245884e-01 1.199942411057501168e+01 5.011025354895731754e-01
1.499999999999999944e-02 9.790628993684806769e-01 -8.591773997139511284e-14 1.574580266051550104e-01 1.199910026993524248e+01 5.017214256793924854e-01
1.800000000000000211e-02 9.699842179836113409e-01 -1.055206373306462081e-13 1.889302742825068049e-01 1.199870455967845473e+01 5.024765911880308966e-01
2.100000000000000130e-02 9.593588331560245486e-01 -9.982543647508433979e-14 2.203919703154663678e-01 1.199823703674425346e+01 5.033672806066131766e-01
2.400000000000000050e-02 9.472373212844574786e-01 -1.230644860426774207e-13 2.518413619854021901e-01 1.199769776838512136e+01 5.043926078057147100e-01
2.699999999999999969e-02 9.336769795615288414e-01 -1.144794793295926062e-13 2.832766992881146084e-01 1.199708683214911531e+01 5.055515528820923032e-01
2.999999999999999889e-02 9.187413930019522335e-01 -1.006218068329326403e-13 3.146962353192551687e-01 1.199640431585539879e+01 5.068429632489462877e-01
3.300000000000000155e-02 9.024999575603538382e-01 -1.085978098895698758e-13 3.460982266585753142e-01 1.199565031757056133e+01 5.082655548686723090e-01
3.600000000000000422e-02 8.850273641416236403e-01 -1.060745025313904571e-13 3.774809337531969677e-01 1.199482494557993206e+01 5.098179136270745149e-01
3.899999999999999994e-02 8.664030486585840851e-01 -1.076969703484380072e-13 4.088426212996901787e-01 1.199392831835594109e+01 5.114984968478667460e-01
4.200000000000000261e-02 8.467106135802815459e-01 -1.159267746734662356e-13 4.401815586247678769e-01 1.199296056452474701e+01 5.133056349460660694e-01
4.499999999999999833e-02 8.260372266360188620e-01 -1.146208085232527524e-13 4.714960200645103572e-01 1.199192182282902408e+01 5.152375332188987578e-01
4.800000000000000100e-02 8.044730024937972734e-01 -1.102306179319490876e-13 5.027842853419088875e-01 1.199081224208784668e+01 5.172922737726197706e-01
5.100000000000000366e-02 7.821103733156341553e-01 -1.159814512261153782e-13 5.340446399430089919e-01 1.198963198115439432e+01 5.194678175834495093e-01
