0.000000000000000000e+00 1.000000000000001776e+00 3.499999999999998224e+00
3.000000000000000062e-03 9.995860784529451148e-01 3.500065994600186414e+00
6.000000000000000125e-03 9.983452548125594239e-01 3.500263913612252420e+00
9.000000000000001055e-03 9.962803488243991978e-01 3.500593562739553466e+00
1.200000000000000025e-02 9.933960492228222083e-01 3.501054618384037198e+00
1.499999999999999944e-02 9.896988975189384696e-01 3.501646627990419258e+00
1.800000000000000211e-02 9.851972654040739297e-01 3.502369010527836224e+00
2.100000000000000130e-02 9.799013258684706740e-01 3.503221057108087511e+00
2.400000000000000050e-02 9.738230181625439075e-01 3.504201931740441811e+00
2.699999999999999969e-02 9.669760067549282301e-01 3.505310672221964907e+00
2.999999999999999889e-02 9.593756344677730752e-01 3.506546191162670301e+00
3.300000000000000155e-02 9.510388699948645330e-01 3.507907277144751479e+00
3.600000000000000422e-02 9.419842500323978296e-01 3.509392596014578647e+00
3.899999999999999994e-02 9.322318162751387360e-01 3.511000692306563753e+00
4.200000000000000261e-02 9.218030475524341405e-01 3.512729990797449187e+00
4.499999999999999833e-02 9.107207873987722691e-01 3.514578798189718523e+00
4.800000000000000100e-02 8.990091673724016630e-01 3.516545304922487514e+00
5.100000000000000366e-02 8.866935264526385474e-01 3.518627587108424049e+00
5.399999999999999939e-02 8.738003268620524455e-01 3.520823608594620069e+00
5.700000000000000205e-02 8.603570666733695305e-01 3.523131223145867796e+00
5.999999999999999778e-02 8.463921895729753508e-01 3.525548176748012796e+00
6.300000000000000044e-02 8.319349921628332867e-01 3.528072110029414787e+00
6.600000000000000311e-02 8.170155291908690609e-01 3.530700560798104348e+00
6.900000000000000577e-02 8.016645171060431396e-01 3.533430966692404862e+00
7.200000000000000844e-02 7.859132363385885611e-01 3.536260667942269009e+00
7.499999999999999722e-02 7.697934327081281669e-01 3.539186910238905970e+00
7.799999999999999989e-02 7.533372183627602414e-01 3.542206847709710615e+00
8.100000000000000255e-02 7.365769726504607373e-01 3.545317545995683162e+00
8.400000000000000522e-02 7.195452433206177556e-01 3.548515985428291941e+00
8.700000000000000788e-02 7.022746484480023588e-01 3.551799064302691544e+00
8.999999999999999667e-02 6.847977794641275651e-01 3.555163602243797794e+00
9.299999999999999933e-02 6.671471056717815928e-01 3.558606343662100713e+00
9.600000000000000200e-02 6.493548806076708813e-01 3.562123961295418528e+00
9.900000000000000466e-02 6.314530506054722991e-01 3.565713059833099052e+00
1.020000000000000073e-01 6.134731658975224322e-01 3.569370179618974959e+00
1.049999999999999961e-01 5.954462945776550775e-01 3.573091800428813247e+00
1.079999999999999988e-01 5.774029397307067768e-01 3.576874345318802551e+00
1.110000000000000014e-01 5.593729600158188209e-01 3.580714184540470413e+00
1.140000000000000041e-01 5.413854939711554293e-01 3.584607639518106570e+00
1.170000000000000068e-01 5.234688882870596194e-01 3.588550986884196714e+00
1.199999999999999956e-01 5.056506302730835456e-01 3.592540462568562631e+00
1.229999999999999982e-01 4.879572847219845189e-01 3.596572265936583523e+00
1.260000000000000009e-01 4.704144353506778398e-01 3.600642563971702348e+00
1.290000000000000036e-01 4.530466309744863307e-01 3.604747495497935272e+00
1.320000000000000062e-01 4.358773365469668093e-01 3.608883175437127999e+00
1.350000000000000089e-01 4.189288891731790532e-01 3.613045699096057106e+00
1.380000000000000115e-01 4.022224591797362026e-01 3.617231146478841364e+00
1.410000000000000142e-01 3.857780163003594609e-01 3.621435586619003555e+00
1.440000000000000169e-01 3.696143010111866412e-01 3.625655081926518530e+00
1.469999999999999918e-01 3.537488010257959226e-01 3.629885692544336795e+00
1.499999999999999944e-01 3.381977329359969753e-01 3.634123480709294807e+00
1.529999999999999971e-01 3.229760289609895363e-01 3.638364515112108677e+00
1.559999999999999998e-01 3.080973287446243658e-01 3.642604875250872620e+00
1.590000000000000024e-01 2.935739761183763230e-01 3.646840655773034623e+00
1.620000000000000051e-01 2.794170207262689498e-01 3.651067970800074836e+00
1.650000000000000078e-01 2.656362243875988183e-01 3.655282958229625123e+00
1.680000000000000104e-01 2.522400720538627850e-01 3.659481784009468885e+00
1.710000000000000131e-01 2.392357871980152206e-01 3.663660646378096075e+00
1.740000000000000158e-01 2.266293514570002499e-01 3.667815780066062015e+00
1.769999999999999907e-01 2.144255283326636508e-01 3.671943460452955943e+00
1.799999999999999933e-01 2.026278907415400843e-01 3.676040007674316268e+00
1.829999999999999960e-01 1.912388521908355843e-01 3.680101790673116380e+00
1.859999999999999987e-01 1.802597013461313957e-01 3.684125231190606087e+00
1.890000000000000013e-01 1.696906397460045679e-01 3.688106807690735511e+00
1.920000000000000040e-01 1.595308224099258876e-01 3.692043059213254708e+00
1.950000000000000067e-01 1.497784010784451447e-01 3.695930589150053347e+00
1.980000000000000093e-01 1.404305698188520468e-01 3.699766068939457142e+00
2.010000000000000120e-01 1.314836127251933773e-01 3.703546241673700390e+00
2.040000000000000147e-01 1.229329534387198636e-01 3.707267925614110116e+00
2.070000000000000173e-01 1.147732062135332909e-01 3.710928017609603113e+00
2.099999999999999922e-01 1.069982282523650879e-01 3.714523496413058012e+00
2.129999999999999949e-01 9.960117303901419583e-02 3.718051425891550021e+00
2.159999999999999976e-01 9.257454439697096471e-02 3.721508958125206323e+00
2.190000000000000002e-01 8.591025100809052129e-02 3.724893336390830978e+00
2.220000000000000029e-01 7.959966113082607431e-02 3.728201898025492511e+00
2.250000000000000056e-01 7.363365726439802250e-02 3.731432077166286110e+00
2.280000000000000082e-01 6.800269051331589432e-02 3.734581407362108862e+00
2.310000000000000109e-01 6.269683441579750049e-02 3.737647524053716364e+00
2.340000000000000135e-01 5.770583800977955452e-02 3.740628166918222863e+00
2.370000000000000162e-01 5.301917792129204332e-02 3.743521182074890152e+00
2.399999999999999911e-01 4.862610927189240512e-02 3.746324524148680890e+00
