0.000000000000000000e+00 1.642715198412526956e-15 1.745433740296884017e-15 2.094003602649340687e-15 2.177165350437847270e-15 2.275491882144750178e-15 2.297468350514090139e-15 2.326435081763062404e-15 2.438685143005540604e-15 2.461676933143742406e-15 2.491319924455413459e-15 2.542791982636634738e-15 2.558418846596293646e-15 9.999999999999992228e-01 9.999999999999995559e-01 9.999999999999997780e-01 9.999999999999997780e-01 9.999999999999997780e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000222e+00 1.000000000000000666e+00 1.000000000000000666e+00 1.000000000000000666e+00 1.000000000000001110e+00 7.673644992944468880e-31 3.952024387046889608e-16 9.314584570984508760e-01 5.269769993285529387e-16 1.634668996009154829e-01 5.139601679616526853e-16 2.007889747298945982e-01 4.307474405417681887e-16 3.809874360084912481e-02 3.880812335490065854e-16 1.254469167466311097e-01 1.878878747202170153e-16 9.385380075323994375e-02 4.591953413613538282e-16 7.090320284468751288e-02 4.975257144205067140e-17 4.702110548572464854e-02 1.755611289926403576e-16 2.733222482169389220e-02 1.213073486097965423e-16 1.573084071580159171e-01 1.870706915726008456e-16 8.135901885775853604e-02 1.500185378602363149e-17
2.000000000000000042e-03 1.856501097610922415e-15 1.023904634889947775e-09 1.023907860867222165e-09 1.023913215433397337e-09 1.023920243589329360e-09 1.023928404816466228e-09 1.023937139830561317e-09 1.023945683739568109e-09 1.023953440483765400e-09 1.023959969021757099e-09 1.023964833104983582e-09 1.023967985296316516e-09 9.999378616564728040e-01 9.999433324173572224e-01 9.999520964137005308e-01 9.999636443440356182e-01 9.999773051108808986e-01 9.999922848145383902e-01 1.000007712888766997e+00 1.000022692697545290e+00 1.000036353650549881e+00 1.000047901805435568e+00 1.000056666013277473e+00 1.000062136924158240e+00 9.386837362042195487e-02 1.104554674240812917e-03 1.822766006513184267e-01 1.769435975670198254e-03 2.600916926534724838e-01 2.331483236953427445e-03 3.227913698527637432e-01 2.758034681871474568e-03 3.667317956529131395e-01 3.024300968013056597e-03 3.893593407686354868e-01 3.114807839654754832e-03 3.893589892283227938e-01 3.024295425217352409e-03 3.667307614651680314e-01 2.758023918418180554e-03 3.227897131206172165e-01 2.331467878374294568e-03 2.600895096600787104e-01 1.769416914546250363e-03 1.822740182667516307e-01 1.104535020821898698e-03 9.386554188654992747e-02 3.754622840880745887e-04
4.000000000000000083e-03 1.969464646793647841e-15 1.637778760894083437e-08 1.637800544778113638e-08 1.637835080287980495e-08 1.637879841470408421e-08 1.637931566119449611e-08 1.637986530502055967e-08 1.638040805456881992e-08 1.638090624268547375e-08 1.638132657594453011e-08 1.638164315898029487e-08 1.638183888173155469e-08 9.997514698176169778e-01 9.997733489042393007e-01 9.998083988734661753e-01 9.998545832307310643e-01 9.999092183290753111e-01 9.999691292058160430e-01 1.000030834053562412e+00 1.000090746612079862e+00 1.000145384688658323e+00 1.000191572638286841e+00 1.000226625991023743e+00 1.000248507477220716e+00 9.387151786468399262e-02 2.208915471625507408e-03 1.822681335118253310e-01 3.538427267121352186e-03 2.600724618311138769e-01 4.662291707477664825e-03 3.227629998300429737e-01 5.515212817028881422e-03 3.666965642759520971e-01 6.047624137658937776e-03 3.893200102709256094e-01 6.228585242265007559e-03 3.893186041574616119e-01 6.047579799452950863e-03 3.666924276476947742e-01 5.515126717237570086e-03 3.227563730795213193e-01 4.662168849659167197e-03 2.600637300631490900e-01 3.538274790926838453e-03 1.822578042042880542e-01 2.208758257956317667e-03 9.386019075355130081e-02 7.508824622909602035e-04
6.000000000000000125e-03 4.378828649229472761e-16 8.287325112419505539e-08 8.287572937860010652e-08 8.287965809421548978e-08 8.288475103631995296e-08 8.289063817248216077e-08 8.289689453880650234e-08 8.290307423112442924e-08 8.290874646697005450e-08 8.291353238266470345e-08 8.291713649423304841e-08 8.291936411783715876e-08 9.994408940456607215e-01 9.994901071563103701e-01 9.995689470328099624e-01 9.996728342289219471e-01 9.997957333242549760e-01 9.999305030375779113e-01 1.000069311017868001e+00 1.000204089243837746e+00 1.000327003413810534e+00 1.000430908792555584e+00 1.000509765794111550e+00 1.000558991049507185e+00 9.387676596579787314e-02 3.312889037971730646e-03 1.822540394180723888e-01 5.306530160903531225e-03 2.600404382677802273e-01 6.991752003127365070e-03 3.227157523838282693e-01 8.270679516609872467e-03 3.666378870250151523e-01 9.068993560788204955e-03 3.892545042046863801e-01 9.340303693186899694e-03 3.892513405873161969e-01 9.068843941529151562e-03 3.666285800127851435e-01 8.270388972543210940e-03 3.227008428115164529e-01 6.991337417906422387e-03 2.600207925378052454e-01 5.306015625749529313e-03 1.822307993688846994e-01 3.312358519648662264e-03 9.385127935377521324e-02 1.126218534216097151e-03
8.000000000000000167e-03 3.572985848804883284e-15 2.617467742590008859e-07 2.617606758678011325e-07 2.617827160461267783e-07 2.618112902761485242e-07 2.618443250161300878e-07 2.618794379994056866e-07 2.619141264019967338e-07 2.619459719605865374e-07 2.619728457698204475e-07 2.619930856489179755e-07 2.620055968094570973e-07 9.990062502344864148e-01 9.990937033037630144e-01 9.992338069726420802e-01 9.994184266368686398e-01 9.996368395892164527e-01 9.998763561518624332e-01 1.000123056414038869e+00 1.000362599874882852e+00 1.000581060458706650e+00 1.000765737572631542e+00 1.000905895347561803e+00 1.000993386786508621e+00 9.388412946940073722e-02 4.416283062884617666e-03 1.822343450437037271e-01 7.073302881079706651e-03 2.599956635825957374e-01 9.319193424871252684e-03 3.226496812581517437e-01 1.102358319899900477e-02 3.665558262935801337e-01 1.208743698050900039e-02 3.891628895508084107e-01 1.244893851368728162e-02 3.891572656946545861e-01 1.208708240135352927e-02 3.665392815043457819e-01 1.102289464385149478e-02 3.226231768871166139e-01 9.318210902893066250e-03 2.599607396914508373e-01 7.072083480470009106e-03 1.821930316021759810e-01 4.415025795352092719e-03 9.383881839525611002e-02 1.501428710022417777e-03
1.000000000000000021e-02 1.281154114886244335e-14 6.384861073584196706e-07 6.385390249817584135e-07 6.386229322620293034e-07 6.387317324263912362e-07 6.388575417246767797e-07 6.389912951033766842e-07 6.391234610575575064e-07 6.392448214373168805e-07 6.393472543556880430e-07 6.394244137372487007e-07 6.394721144967229243e-07 9.984477005449190479e-01 9.985842718674702301e-01 9.988030711888266078e-01 9.990914015074988663e-01 9.994325225047808736e-01 9.998066184725057370e-01 1.000191948122863383e+00 1.000566109741231502e+00 1.000907346989100111e+00 1.001195817514272113e+00 1.001414748875229410e+00 1.001551413830609416e+00 9.389362448786697790e-02 5.518906795292395813e-03 1.822090876002830928e-01 8.838306546481671314e-03 2.599381958486586264e-01 1.164394932215401940e-02 3.225648614536594239e-01 1.377307722452056175e-02 3.664504691505505729e-01 1.510198765534634044e-02 3.890452597635358778e-01 1.555347075604071941e-02 3.890364731942466126e-01 1.510129530322763813e-02 3.664246199433767726e-01 1.377173274603273739e-02 3.225234514510966211e-01 1.164203083166428544e-02 2.598836309765430452e-01 8.835925501860556266e-03 1.821445397523725473e-01 5.516451839526740134e-03 9.382282281835241378e-02 1.876471514586156670e-03
1.200000000000000025e-02 4.894005754158392222e-14 1.322588662865204772e-06 1.322746263236331568e-06 1.322996192852291783e-06 1.323320333895695477e-06 1.323695240373739755e-06 1.324093926863470410e-06 1.324487989906569763e-06 1.324849930308952798e-06 1.325155493927365815e-06 1.325385708674119728e-06 1.325528049281239981e-06 9.977654533141978588e-01 9.979619856976211789e-01 9.982768585747389123e-01 9.986918116836233095e-01 9.991827634304104588e-01 9.997212001496632583e-01 1.000275829468369349e+00 1.000814402273062287e+00 1.001305594982598857e+00 1.001720838692805371e+00 1.002035985227018644e+00 1.002232711658048281e+00 9.390527167939820286e-02 6.620571552999540699e-03 1.821783147427006866e-01 1.060110611546272869e-02 2.598681094144541515e-01 1.396535841335987821e-02 3.224613889761085983e-01 1.651832150687102332e-02 3.663219270427024443e-01 1.811168615757655434e-02 3.889017344605809057e-01 1.865288907222581449e-02 3.888890830358899264e-01 1.811049016327961891e-02 3.662847077273548857e-01 1.651599899714806946e-02 3.224017639512019584e-01 1.396204430971681454e-02 2.597895424747015958e-01 1.059699292747704955e-02 1.820853735326375400e-01 6.616330746832333951e-03 9.380331173672015743e-02 2.251305890140248723e-03
1.400000000000000029e-02 1.695128244890525871e-13 2.447253246665013901e-06 2.447649436093757914e-06 2.448277835958301827e-06 2.449093017661131193e-06 2.450036138637500138e-06 2.451039398939378487e-06 2.452031347553153050e-06 2.452942719877036452e-06 2.453712347034479227e-06 2.454292321446535379e-06 2.454650972711264583e-06 9.969597629397035643e-01 9.972270558948787000e-01 9.976553143987707539e-01 9.982197218430022279e-01 9.988875398203148626e-01 9.996199917449687389e-01 1.000374509467342410e+00 1.001107213402244289e+00 1.001775477585441276e+00 1.002340423117380031e+00 1.002769188297317093e+00 1.003036840509706762e+00 9.391909619860466796e-02 7.721091222877573407e-03 1.821420844190691501e-01 1.236127131295350172e-02 2.597854946631659168e-01 1.628276608152553345e-02 3.223393805216840380e-01 1.925848409428362190e-02 3.661703354251394926e-01 2.111558213753505012e-02 3.887324590207350550e-01 2.174619154694204526e-02 3.887152409960323851e-01 2.111368367225244236e-02 3.661196814519153686e-01 1.925479743518461462e-02 3.222582328122522433e-01 1.627750536647670776e-02 2.596785666434412998e-01 1.235474207233350913e-02 1.820155933547735194e-01 7.714359516605646776e-03 9.378030837096279493e-02 2.625891297146817557e-03
1.600000000000000033e-02 4.905698565300674991e-13 4.169006889430859533e-06 4.169886552110049073e-06 4.171282061825223780e-06 4.173092853639266063e-06 4.175188531725257844e-06 4.177418657327350533e-06 4.179624464691878098e-06 4.181651820620813586e-06 4.183364408450894380e-06 4.184655310667306769e-06 4.185453738862512151e-06 9.960309297370228965e-01 9.963797317140912213e-01 9.969386102767520130e-01 9.976752085531029879e-01 9.985468253647326042e-01 9.995028644568427767e-01 1.000487763132824170e+00 1.001444231936209572e+00 1.002316609546023640e+00 1.003054125209782654e+00 1.003613867532963999e+00 1.003963281913903494e+00 9.393512764245869062e-02 8.820282750188566251e-03 1.821004646986684739e-01 1.411837753629809414e-02 2.596904577264696479e-01 1.859552563968802988e-02 3.221989730963548126e-01 2.199274271322232063e-02 3.659958533128154223e-01 2.411273604593250353e-02 3.885376040992061797e-01 2.483238748697885398e-02 3.885151181905096007e-01 2.410990343573518602e-02 3.659297014509342860e-01 2.198724199604171203e-02 3.220929970361052219e-01 1.858767626848020424e-02 2.595508120030439736e-01 1.410863529190390167e-02 1.819352701243528159e-01 8.810238603833162041e-03 9.375383996619142402e-02 3.000187812882957640e-03
1.800000000000000211e-02 1.253107474309554055e-12 6.667268933402734897e-06 6.669045127109528054e-06 6.671863517450647073e-06 6.675521735016940279e-06 6.679757066208808747e-06 6.684265974590150009e-06 6.688727607205530740e-06 6.692829955143990551e-06 6.696296620502610474e-06 6.698910462204009134e-06 6.700527466634423389e-06 9.949792997724666854e-01 9.954203004506119168e-01 9.961269441392307522e-01 9.970583603353659896e-01 9.981605901560313132e-01 9.993696703853637286e-01 1.000615331830742250e+00 1.001825099997010637e+00 1.002928547723674013e+00 1.003861432366036643e+00 1.004569458528730586e+00 1.005011439299037468e+00 9.395339998339122256e-02 9.917966614589199259e-03 1.820535335650343145e-01 1.587200673557645145e-02 2.595831201474828043e-01 2.090299956025973294e-02 3.220403235731661429e-01 2.472028626799504733e-02 3.657986627607077157e-01 2.710222080677176723e-02 3.883173650646749020e-01 2.791049915902573883e-02 3.882889105055237766e-01 2.709818966411807473e-02 3.657149512613173670e-01 2.471245804589330963e-02 3.219062157359664500e-01 2.089182879454783148e-02 2.594064027715110021e-01 1.585814191721638192e-02 1.818444850007313318e-01 9.903672454172644454e-03 9.372393769559493604e-02 3.374156227331807142e-03
