0.000000000000000000e+00 9.999999999999998890e-01 -2.211773271826582427e-15 0.000000000000000000e+00 1.500000000000000000e+00 4.999999999999995559e-01
2.000000000000000042e-03 9.999600005226635391e-01 -1.908974761379868264e-15 7.261085277302401983e-03 1.499984000085332614e+00 5.000213326506769418e-01
4.000000000000000083e-03 9.998400083624726653e-01 -2.383004165969275671e-15 1.452192129099442834e-02 1.499936001365310023e+00 5.000853224113340767e-01
6.000000000000000125e-03 9.996400423337896690e-01 -2.251947259259990825e-15 2.178225880120492411e-02 1.499856006911735040e+00 5.001919447116074391e-01
8.000000000000000167e-03 9.993601337902476844e-01 -2.079228149833519192e-15 2.904184861553748068e-02 1.499744021843842701e+00 5.003411586134102196e-01
1.000000000000000021e-02 9.990003266192930553e-01 -2.189336845845814266e-15 3.630044161279988996e-02 1.499600053327645233e+00 5.005329068297095230e-01
1.200000000000000025e-02 9.985606772345474447e-01 -1.951830658439471694e-15 4.355778876672268540e-02 1.499424110575015012e+00 5.007671157507952442e-01
1.400000000000000029e-02 9.980412545659910206e-01 -2.445357797911685170e-15 5.081364116966474026e-02 1.499216204842505284e+00 5.010436954780342900e-01
1.600000000000000033e-02 9.974421400479653865e-01 -1.832732535112011977e-15 5.806775005630176317e-02 1.498976349429907540e+00 5.013625398650910503e-01
1.800000000000000211e-02 9.967634276050020281e-01 -2.032877084402838747e-15 6.531986682729448712e-02 1.498704559678553760e+00 5.017235265665856980e-01
2.000000000000000042e-02 9.960052236354770550e-01 -2.055939520603301615e-15 7.256974307293383164e-02 1.498400852969349328e+00 5.021265170941778822e-01
2.199999999999999872e-02 9.951676469930971214e-01 -2.028244776548265672e-15 7.981713059675847599e-02 1.498065248720551024e+00 5.025713568800319608e-01
2.400000000000000050e-02 9.942508289662147503e-01 -2.125973930133750374e-15 8.706178143914218570e-02 1.497697768385284789e+00 5.030578753476458997e-01
2.600000000000000228e-02 9.932549132549836068e-01 -1.805626661481051173e-15 9.430344790084771445e-02 1.497298435448793708e+00 5.035858859899918771e-01
2.800000000000000058e-02 9.921800559463560543e-01 -2.043813902036273305e-15 1.015418825665441727e-01 1.496867275425448396e+00 5.041551864549396189e-01
2.999999999999999889e-02 9.910264254869201039e-01 -1.905015131464541205e-15 1.087768383282830265e-01 1.496404315855465406e+00 5.047655586379139470e-01
3.200000000000000067e-02 9.897942026535940796e-01 -2.320487147361554601e-15 1.160080684089307562e-01 1.495909586301400473e+00 5.054167687817344712e-01
3.400000000000000244e-02 9.884835805221739991e-01 -2.237695056155522032e-15 1.232353263855557879e-01 1.495383118344367324e+00 5.061085675835907960e-01
3.600000000000000422e-02 9.870947644337383364e-01 -1.949088412934834108e-15 1.304583662127627441e-01 1.494824945579983133e+00 5.068406903091008386e-01
3.799999999999999906e-02 9.856279719589319255e-01 -2.264125467656531697e-15 1.376769422459755143e-01 1.494235103614105942e+00 5.076128569133745438e-01
4.000000000000000083e-02 9.840834328601093528e-01 -2.163554876960515118e-15 1.448908092646620793e-01 1.493613630058253428e+00 5.084247721690509092e-01
4.200000000000000261e-02 9.824613890513729242e-01 -1.678132631000281974e-15 1.520997224954991900e-01 1.492960564524820066e+00 5.092761258012088454e-01
4.399999999999999745e-02 9.807620945564894388e-01 -2.254896278818184894e-15 1.593034376354734438e-01 1.492275948622000525e+00 5.101665926291069075e-01
4.599999999999999922e-02 9.789858154647090860e-01 -2.164392308162374584e-15 1.665017108749170527e-01 1.491559825948488793e+00 5.110958327146639668e-01
4.800000000000000100e-02 9.771328298844853544e-01 -2.109231976709851870e-15 1.736942989204717236e-01 1.490812242087905526e+00 5.120634915176096591e-01
5.000000000000000278e-02 9.752034278951088320e-01 -2.230350619301786638e-15 1.808809590179803195e-01 1.490033244602977369e+00 5.130692000572211198e-01
5.200000000000000455e-02 9.731979114962620026e-01 -2.129809252966845051e-15 1.880614489753014984e-01 1.489222883029472921e+00 5.141125750805661809e-01
5.399999999999999939e-02 9.711165945555055856e-01 -2.182017359166873336e-15 1.952355271850463592e-01 1.488381208869877348e+00 5.151932192371598829e-01
5.600000000000000117e-02 9.689598027537043023e-01 -2.020813957346000420e-15 2.024029526472287954e-01 1.487508275586826745e+00 5.163107212599485907e-01
5.800000000000000294e-02 9.667278735284006164e-01 -2.057317565975147760e-15 2.095634849918331377e-01 1.486604138596284708e+00 5.174646561525270139e-01
