0.000000000000000000e+00 9.999999999999978906e-01 7.641158812807656067e-15 0.000000000000000000e+00 2.999999999999984901e+00 5.000000000000023315e-01
3.000000000000000062e-03 9.998020162532657018e-01 7.178445149074924715e-15 1.559823360490839028e-02 2.999964000431987188e+00 5.000599952481689092e-01
6.000000000000000125e-03 9.992082600171271478e-01 7.412408866522731390e-15 3.119545988322564023e-02 2.999856006911721718e+00 5.002399239787066465e-01
9.000000000000001055e-03 9.982193160401870990e-01 8.096574069837702712e-15 4.679067172922023177e-02 2.999676034988962403e+00 5.005396152099237383e-01
1.200000000000000025e-02 9.968361580252851351e-01 8.490319593732103657e-15 6.238286247881037749e-02 2.999424110575002800e+00 5.009587841729578050e-01
1.499999999999999944e-02 9.950601473136874153e-01 7.654847543611926446e-15 7.797102613021342221e-02 2.999100269935203400e+00 5.014970326125071098e-01
1.800000000000000211e-02 9.928930310458294883e-01 6.623468144014535890e-15 9.355415756438612007e-02 2.998704559678535997e+00 5.021538492074624216e-01
2.100000000000000130e-02 9.903369398014885139e-01 7.674028454128016883e-15 1.091312527651838310e-01 2.998237036744225925e+00 5.029286101110391760e-01
2.400000000000000050e-02 9.873943847230594040e-01 8.666733010214565995e-15 1.247013090391712042e-01 2.997697768385268802e+00 5.038205796099096689e-01
2.699999999999999969e-02 9.840682541264325067e-01 8.065031052168979993e-15 1.402633252350110049e-01 2.997086832149144175e+00 5.048289109016972365e-01
2.999999999999999889e-02 9.803618096047632680e-01 7.769783362306986636e-15 1.558163019623703127e-01 2.996404315855455192e+00 5.059526469901179935e-01
3.300000000000000155e-02 9.762786816312004623e-01 7.430693246995095752e-15 1.713592418102602433e-01 2.995650317570679899e+00 5.071907216969103738e-01
3.600000000000000422e-02 9.718228646674489379e-01 7.833294465135009515e-15 1.868911495647548326e-01 2.994824945579973807e+00 5.085419607895893535e-01
3.899999999999999994e-02 9.669987117857679060e-01 7.876021725530759245e-15 2.024110324260082472e-01 2.993928318355977503e+00 5.100050832239685361e-01
4.200000000000000261e-02 9.618109288128150469e-01 7.135122708140303972e-15 2.179179002245172081e-01 2.992960564524807854e+00 5.115787025002455080e-01
4.499999999999999833e-02 9.562645680044290497e-01 7.138656331555959298e-15 2.334107656365386196e-01 2.991921822829042288e+00 5.132613281313681552e-01
4.800000000000000100e-02 9.503650212612233528e-01 8.255727688620039474e-15 2.488886443986096098e-01 2.990812242087891093e+00 5.150513672222559736e-01
5.100000000000000366e-02 9.441180128955291018e-01 7.230948966768529787e-15 2.643505555211051461e-01 2.989631981154400098e+00 5.169471261583723498e-01
5.399999999999999939e-02 9.375295919609479833e-01 6.995439702770150532e-15 2.797955215007558172e-01 2.988381208869867134e+00 5.189468124019950279e-01
5.700000000000000205e-02 9.306061241564302922e-01 7.105718700333577781e-15 2.952225685320550297e-01 2.987060104015367923e+00 5.210485363944528103e-01
5.999999999999999778e-02 9.233542833174579467e-01 6.678955522192508707e-15 3.106307267175106301e-01 2.985668855260476651e+00 5.232503135624608781e-01
6.300000000000000044e-02 9.157810425075315619e-01 6.703785436714727277e-15 3.260190302766511339e-01 2.984207661109119059e+00 5.255500664265948529e-01
6.600000000000000311e-02 9.078936647237835222e-01 7.219934702464351474e-15 3.413865177537338536e-01 2.982676729842704599e+00 5.279456268098192684e-01
6.900000000000000577e-02 8.996996932311178696e-01 6.839746740771827580e-15 3.567322322240860100e-01 2.981076279460427081e+00 5.304347381438856424e-01
7.200000000000000844e-02 8.912069415398434780e-01 7.873015040344494366e-15 3.720552214990170414e-01 2.979406537616838158e+00 5.330150578713032106e-01
7.499999999999999722e-02 8.824234830422961195e-01 7.007756162903186418e-15 3.873545383292334443e-01 2.977667741556697223e+00 5.356841599404734700e-01
7.799999999999999989e-02 8.733576403244789343e-01 6.563764625078942832e-15 4.026292406066961371e-01 2.975860138047107029e+00 5.384395373914786509e-01
8.100000000000000255e-02 8.640179741692005644e-01 6.386972884809875845e-15 4.178783915648534020e-01 2.973983983306933698e+00 5.412786050299126517e-01
8.400000000000000522e-02 8.544132722676910374e-01 7.611918721403857140e-15 4.331010599772004421e-01 2.972039542933650580e+00 5.441987021860075213e-01
8.700000000000000788e-02 8.445525376570587328e-01 6.461939919605131982e-15 4.482963203540793473e-01 2.970027091827456278e+00 5.471970955562555083e-01
8.999999999999999667e-02 8.344449769013936313e-01 7.667319421024806266e-15 4.634632531376789988e-01 2.967946914112869816e+00 5.502709821245757027e-01
9.299999999999999933e-02 8.240999880346622231e-01 6.901324064737154654e-15 4.786009448951708545e-01 2.965799303057695013e+00 5.534174921600013564e-01
9.600000000000000200e-02 8.135271482838994928e-01 7.534024546712854541e-15 4.937084885099123910e-01 2.963584560989475758e+00 5.566336922877522797e-01
9.900000000000000466e-02 8.027362015914988325e-01 7.296119567363395716e-15 5.087849833706761249e-01 2.961302999209408870e+00 5.599165886304678930e-01
1.020000000000000073e-01 7.917370459556904994e-01 5.392986445676437917e-15 5.238295355588044044e-01 2.958954937903762961e+00 5.632631300162719290e-01
1.049999999999999961e-01 7.805397206085438189e-01 6.932612430436192760e-15 5.388412580333159507e-01 2.956540706052908529e+00 5.666702112502515210e-01
1.079999999999999988e-01 7.691543930510347238e-01 5.773785318959827284e-15 5.538192708137967823e-01 2.954060641337847404e+00 5.701346764458367078e-01
1.110000000000000014e-01 7.575913459649119552e-01 6.563473170761043655e-15 5.687627011611078309e-01 2.951515090044364520e+00 5.736533224124936714e-01
1.140000000000000041e-01 7.458609640212499059e-01 6.930774222152594372e-15 5.836706837558384153e-01 2.948904406964906855e+00 5.772229020960258916e-01
1.170000000000000068e-01 7.339737206056682339e-01 7.356358767729275434e-15 5.985423608743850599e-01 2.946228955298023422e+00 5.808401280677425449e-01
1.199999999999999956e-01 7.219401644803226104e-01 8.665800232059270590e-15 6.133768825627139432e-01 2.943489106545626566e+00 5.845016760586185800e-01
